Alloy,Processing condition,Testing condition,Property,Value,Unit
Ni,-,-,Curie Temperature,627,K
H-0,-,Temperature range: 293-303K,Thermal Expansion Coefficient,11.25,10^-6 K^-1
H-0,-,Temperature range: 368-378K,Thermal Expansion Coefficient,15.09,10^-6 K^-1
H-0,-,Temperature range: 423-773K,Thermal Expansion Coefficient,16.40,10^-6 K^-1
H-0,-,-,Curie Temperature,844.5,K
H-0.25,-,Temperature range: 293-303K,Thermal Expansion Coefficient,9.74,10^-6 K^-1
H-0.25,-,Temperature range: 368-378K,Thermal Expansion Coefficient,14.73,10^-6 K^-1
H-0.25,-,Temperature range: 423-773K,Thermal Expansion Coefficient,16.01,10^-6 K^-1
H-0.25,-,-,Curie Temperature,864.2,K
H-0.375,-,Temperature range: 293-303K,Thermal Expansion Coefficient,9.01,10^-6 K^-1
H-0.375,-,Temperature range: 368-378K,Thermal Expansion Coefficient,14.39,10^-6 K^-1
H-0.375,-,Temperature range: 423-773K,Thermal Expansion Coefficient,15.75,10^-6 K^-1
H-0.375,-,-,Curie Temperature,868.1,K
H-0.5,-,Temperature range: 293-303K,Thermal Expansion Coefficient,9.23,10^-6 K^-1
H-0.5,-,Temperature range: 368-378K,Thermal Expansion Coefficient,13.99,10^-6 K^-1
H-0.5,-,Temperature range: 423-773K,Thermal Expansion Coefficient,14.87,10^-6 K^-1
H-0.5,-,-,Curie Temperature,837.0,K
H-0.75,-,Temperature range: 293-303K,Thermal Expansion Coefficient,9.17,10^-6 K^-1
H-0.75,-,Temperature range: 368-378K,Thermal Expansion Coefficient,13.41,10^-6 K^-1
H-0.75,-,Temperature range: 423-773K,Thermal Expansion Coefficient,14.14,10^-6 K^-1
H-0.75,-,-,Curie Temperature,787.8,K
H-0.875,-,Temperature range: 293-303K,Thermal Expansion Coefficient,9.08,10^-6 K^-1
H-0.875,-,Temperature range: 368-378K,Thermal Expansion Coefficient,12.94,10^-6 K^-1
H-0.875,-,Temperature range: 423-773K,Thermal Expansion Coefficient,13.92,10^-6 K^-1
H-0.875,-,-,Curie Temperature,781.2,K
H-1,-,Temperature range: 293-303K,Thermal Expansion Coefficient,9.03,10^-6 K^-1
H-1,-,Temperature range: 368-378K,Thermal Expansion Coefficient,12.47,10^-6 K^-1
H-1,-,Temperature range: 423-773K,Thermal Expansion Coefficient,13.54,10^-6 K^-1
H-1,-,-,Curie Temperature,844.1,K
H-1.25,-,Temperature range: 293-303K,Thermal Expansion Coefficient,8.97,10^-6 K^-1
H-1.25,-,Temperature range: 368-378K,Thermal Expansion Coefficient,11.97,10^-6 K^-1
H-1.25,-,Temperature range: 423-773K,Thermal Expansion Coefficient,13.35,10^-6 K^-1
H-1.25,-,-,Curie Temperature,847.5,K
H-1.5,-,Temperature range: 293-303K,Thermal Expansion Coefficient,8.95,10^-6 K^-1
H-1.5,-,Temperature range: 368-378K,Thermal Expansion Coefficient,11.88,10^-6 K^-1
H-1.5,-,Temperature range: 423-773K,Thermal Expansion Coefficient,13.01,10^-6 K^-1
H-1.5,-,-,Curie Temperature,856.4,K
H-2,-,Temperature range: 293-303K,Thermal Expansion Coefficient,8.84,10^-6 K^-1
H-2,-,Temperature range: 368-378K,Thermal Expansion Coefficient,11.71,10^-6 K^-1
H-2,-,Temperature range: 423-773K,Thermal Expansion Coefficient,12.85,10^-6 K^-1
H-2,-,-,Curie Temperature,869.2,K
Pure Al,-,-,Relative Density,98.52,% 
Al10,-,-,Relative Density,98.46,% 
Al20,-,-,Relative Density,98.15,% 
Al30,-,-,Relative Density,98.16,%
Al10,-,Region I,Elemental Composition,Al: 19.46; Ti: 17.36; Ni: 11.10; Cu: 15.06; Zr: 19.34; W: 17.68,at%
Al10,-,Region II,Elemental Composition,Al: 72.12; Ti: 8.00; Ni: 1.11; Cu: 2.04; Zr: 8.19; W: 8.53,at%
Al10,-,Region III,Elemental Composition,Al: 90.40; Ti: 0.59; Ni: 0.39; Cu: 0.99; Zr: 0.56; W: 7.07,at%
Al10,-,Region IV,Elemental Composition,Al: 85.15; Ti: 1.94; Ni: 9.78; Cu: 0.98; Zr: 1.60; W: 0.55,at%
Al20,-,Region I*,Elemental Composition,Al: 15.64; Ti: 17.33; Ni: 11.75; Cu: 17.79; Zr: 19.34; W: 18.16,at%
Al20,-,Region II*,Elemental Composition,Al: 93.93; Ti: 1.24; Ni: 0.69; Cu: 1.59; Zr: 0.92; W: 1.62,at%
Al20,-,Region III*,Elemental Composition,Al: 87.65; Ti: 0.29; Ni: 10.09; Cu: 1.54; Zr: -N/A; W: 0.44,at%
Pure Al,-,-,Corrosion Potential,-0.98 ± 0.02,V
Pure Al,-,-,Corrosion Current Density,1.28,A/mm²
Pure Al,-,-,Corrosion Rate,1.394,mm/yr
Al10,-,-,Corrosion Potential,-1.04 ± 0.03,V
Al10,-,-,Pitting Potential,-0.54 ± 0.03,V
Al10,-,-,Corrosion Current Density,0.86,A/mm²
Al10,-,-,Corrosion Rate,0.827,mm/yr
Al20,-,-,Corrosion Potential,-1.09 ± 0.04,V
Al20,-,-,Pitting Potential,-0.40 ± 0.06,V
Al20,-,-,Corrosion Current Density,1.63,A/mm²
Al20,-,-,Corrosion Rate,1.288,mm/yr
Al30,-,-,Corrosion Potential,-1.07 ± 0.03,V
Al30,-,-,Pitting Potential,-0.18 ± 0.05,V
Al30,-,-,Corrosion Current Density,2.44,A/mm²
Al30,-,-,Corrosion Rate,1.616,mm/yr
CrMnFeCoNi,-,Measured by EDS and carrier hot gas extraction,Chemical Composition,Cr: 20.7 ± 0.3; Mn: 20.2 ± 0.3; Fe: 19.8 ± 0.5; Co: 19.7 ± 0.1; Ni: 19.6 ± 0.4,at%
CrMnFeCoNi,-,Measured by EDS and carrier hot gas extraction,Oxygen Content,0.138 ± 0.003,at%
CrFeCoNi,-,Measured by EDS and carrier hot gas extraction,Chemical Composition,Cr: 25.4 ± 0.3; Fe: 16.3 ± 0.3; Co: 24.2 ± 0.5; Ni: 24.1 ± 0.4,at%
CrFeCoNi,-,Measured by EDS and carrier hot gas extraction,Oxygen Content,0.132 ± 0.002,at%
CrFeNi,-,Measured by EDS and carrier hot gas extraction,Chemical Composition,Cr: 33.6 ± 0.4; Fe: 34.2 ± 0.2; Ni: 32.1 ± 0.3,at%
CrFeNi,-,Measured by EDS and carrier hot gas extraction,Oxygen Content,0.169 ± 0.008,at%
CrCoNi,-,Measured by EDS and carrier hot gas extraction,Chemical Composition,Cr: 34.1 ± 0.5; Co: 33.0 ± 0.5; Ni: 32.7 ± 0.3,at%
CrCoNi,-,Measured by EDS and carrier hot gas extraction,Oxygen Content,0.156 ± 0.005,at%
CrMnFeCoNi,-,Temperature(in K): 373, Thermal Expansion Coefficient,16.3,10^-6/K
CrMnFeCoNi,-,Temperature(in K): 473, Thermal Expansion Coefficient,18.8,10^-6/K
CrMnFeCoNi,-,Temperature(in K): 573, Thermal Expansion Coefficient,19.4,10^-6/K
CrMnFeCoNi,-,Temperature(in K): 673, Thermal Expansion Coefficient,19.5,10^-6/K
CrMnFeCoNi,-,Temperature(in K): 773, Thermal Expansion Coefficient,19.6,10^-6/K
CrFeCoNi,-,Temperature(in K): 373, Thermal Expansion Coefficient,15.63,10^-6/K
CrFeCoNi,-,Temperature(in K): 473, Thermal Expansion Coefficient,18.0,10^-6/K
CrFeCoNi,-,Temperature(in K): 573, Thermal Expansion Coefficient,18.7,10^-6/K
CrFeCoNi,-,Temperature(in K): 673, Thermal Expansion Coefficient,18.8,10^-6/K
CrFeCoNi,-,Temperature(in K): 773, Thermal Expansion Coefficient,18.8,10^-6/K
CrFeNi,-,Temperature(in K): 373, Thermal Expansion Coefficient,17.1,10^-6/K
CrFeNi,-,Temperature(in K): 473, Thermal Expansion Coefficient,19.7,10^-6/K
CrFeNi,-,Temperature(in K): 573, Thermal Expansion Coefficient,20.4,10^-6/K
CrFeNi,-,Temperature(in K): 673, Thermal Expansion Coefficient,20.5,10^-6/K
CrFeNi,-,Temperature(in K): 773, Thermal Expansion Coefficient,20.6,10^-6/K
CrCoNi,-,Temperature(in K): 373, Thermal Expansion Coefficient,15.2,10^-6/K
CrCoNi,-,Temperature(in K): 473, Thermal Expansion Coefficient,17.5,10^-6/K
CrCoNi,-,Temperature(in K): 573, Thermal Expansion Coefficient,18.1,10^-6/K
CrCoNi,-,Temperature(in K): 673, Thermal Expansion Coefficient,18.2,10^-6/K
CrCoNi,-,Temperature(in K): 773, Thermal Expansion Coefficient,18.3,10^-6/K
Al0.5CoCrCuFeNi,-,Nominal,Chemical Composition,Al: 9.09; Co: 18.18; Cr: 18.18; Cu: 18.18; Fe: 18.18; Ni: 18.18,at%
Al0.5CoCrCuFeNi,-,DR (BCC),Chemical Composition,Al: 5.5; Co: 21.2; Cr: 23.9; Cu: 9.4; Fe: 22.7; Ni: 17.2,at%
Al0.5CoCrCuFeNi,-,ID (Cu-rich),Chemical Composition,Al: 12.5; Co: 5.5; Cr: 4.0; Cu: 59.2; Fe: 5.2; Ni: 13.6,at%
Al1.0CoCrCuFeNi,-,Nominal,Chemical Composition,Al: 16.67; Co: 16.67; Cr: 16.67; Cu: 16.67; Fe: 16.67; Ni: 16.67,at%
Al1.0CoCrCuFeNi,-,DR (BCC),Chemical Composition,Al: 25.5; Co: 16.1; Cr: 17.2; Cu: 7.4; Fe: 14.6; Ni: 19.2,at%
Al1.0CoCrCuFeNi,-,ID (FCC+BCC),Chemical Composition,Al: 13.0; Co: 17.3; Cr: 18.3; Cu: 17.5; Fe: 20.0; Ni: 13.9,at%
Al1.0CoCrCuFeNi,-,ID (Cu-rich),Chemical Composition,Al: 13.3; Co: 6.2; Cr: 4.9; Cu: 56.9; Fe: 6.4; Ni: 12.3,at%
Al2.0CoCrCuFeNi,-,Nominal,Chemical Composition,Al: 28.56; Co: 14.28; Cr: 14.28; Cu: 14.28; Fe: 14.28; Ni: 14.28,at%
Al2.0CoCrCuFeNi,-,DR (BCC),Chemical Composition,Al: 31.5; Co: 16.8; Cr: 10.8; Cu: 9.1; Fe: 15.0; Ni: 16.9,at%
Al2.0CoCrCuFeNi,-,ID (Cu-rich),Chemical Composition,Al: 15.1; Co: 3.4; Cr: 4.2; Cu: 68.2; Fe: 4.0; Ni: 5.1,at%
Al0.5CoCrCuFeNi,-,Nominal,Chemical Composition,Al: 9.09; Co: 18.18; Cr: 18.18; Cu: 18.18; Fe: 18.18; Ni: 18.18,at%
Al0.5CoCrCuFeNi,-,Worn surface,Chemical Composition,Al: 7.2; Co: 16.5; Cr: 17.3; Cu: 14.7; Fe: 17.5; Ni: 16.2; O: 12.4,at%
Al0.5CoCrCuFeNi,-,Wear debris,Chemical Composition,Al: 6.1; Co: 16.4; Cr: 16.1; Cu: 15.5; Fe: 16.5; Ni: 15.3; O: 16.2,at%
Al1.0CoCrCuFeNi,-,Nominal,Chemical Composition,Al: 16.67; Co: 16.67; Cr: 16.67; Cu: 16.67; Fe: 16.67; Ni: 16.67,at%
Al1.0CoCrCuFeNi,-,Worn surface,Chemical Composition,Al: 15.6; Co: 13.6; Cr: 15.7; Cu: 14.6; Fe: 13.5; Ni: 14.5; O: 14.8,at%
Al1.0CoCrCuFeNi,-,Wear debris,Chemical Composition,Al: 13.2; Co: 15.3; Cr: 16.0; Cu: 14.6; Fe: 14.3; Ni: 13.6; O: 18.4,at%
Al2.0CoCrCuFeNi,-,Nominal,Chemical Composition,Al: 28.56; Co: 14.28; Cr: 14.28; Cu: 14.28; Fe: 14.28; Ni: 14.28,at%
Al2.0CoCrCuFeNi,-,Worn surface-A,Chemical Composition,Al: 25.1; Co: 15.9; Cr: 14.2; Cu: 9.1; Fe: 14.9; Ni: 14.1; O: 5.6,at%
Al2.0CoCrCuFeNi,-,Worn surface-B,Chemical Composition,Al: 19.4; Co: 7.7; Cr: 6.7; Cu: 39.8; Fe: 7.7; Ni: 9.6; O: 9.2,at%
Al2.0CoCrCuFeNi,-,Wear debris,Chemical Composition,Al: 12.4; Co: 6.0; Cr: 5.5; Cu: 6.2; Fe: 6.6; Ni: 6.0; O: 56.8,at%
Al0.5CoCrCuFeNi,-,-,Others(peak coefficient of friction),0.65+-0.04,-
Al1.0CoCrCuFeNi,-,-,Others(peak coefficient of friction),0.65+-0.03,-
Al2.0CoCrCuFeNi,-,-,Others(peak coefficient of friction),0.70+-0.02,-
